X,Y,jurisdiction,platformtype,platformid,sourcerecord,objectid,operator,platformname
-9915956.171,3360214.4063,Federal,,22685,Bureau of Ocean Energy Management,578,,C
-9905153.1482,3432452.1996,Federal,,22565,Bureau of Ocean Energy Management,579,,BD
-9898116.7277,3406829.8122,Federal,,22576,Bureau of Ocean Energy Management,580,,C
-9902907.0032,3419128.99,Federal,,23413,Bureau of Ocean Energy Management,581,,AA
-9879299.6251,3408867.7356,Federal,,23243,Bureau of Ocean Energy Management,582,,DA
-9951243.4816,3333696.4975,Federal,,23151,Bureau of Ocean Energy Management,583,,B
-10079015.5412,3273776.7709,Federal,,23196,Bureau of Ocean Energy Management,584,,A
-10015361.1621,3333205.1506,Federal,,23199,Bureau of Ocean Energy Management,585,,A
-10073432.5766,3361566.4905,Federal,,23207,Bureau of Ocean Energy Management,586,,CE
-9904207.2781,3367790.0096,Federal,,23051,Bureau of Ocean Energy Management,587,,A
-9914701.9699,3415276.2141,Federal,,23057,Bureau of Ocean Energy Management,588,,A
-9872196.8846,3399555.3583,Federal,,23083,Bureau of Ocean Energy Management,589,,A
-9902551.179,3427728.718,Federal,,23086,Bureau of Ocean Energy Management,590,,8
-10094472.2233,3334171.7327,Federal,,23129,Bureau of Ocean Energy Management,591,,A
-9914173.9719,3414679.9365,Federal,,23130,Bureau of Ocean Energy Management,592,,14
-10045335.9245,3375255.1124,Federal,,22966,Bureau of Ocean Energy Management,593,,F
-9975779.1129,3398202.4304,Federal,,22979,Bureau of Ocean Energy Management,594,,Z
-10072956.3995,3364751.204,Federal,,23013,Bureau of Ocean Energy Management,595,,A
-10072956.6217,3364729.5851,Federal,,23013,Bureau of Ocean Energy Management,596,,B
-10072914.2371,3364762.1201,Federal,,23013,Bureau of Ocean Energy Management,597,,C
-10065544.8819,3276029.7873,Federal,,23021,Bureau of Ocean Energy Management,598,,A
-9968371.5933,3391142.9198,Federal,,23022,Bureau of Ocean Energy Management,599,,A
-9784284.7559,3523358.4007,Federal,,23467,Bureau of Ocean Energy Management,600,,A
-9940833.4582,3350453.5712,Federal,,23439,Bureau of Ocean Energy Management,601,,A
-9879796.8918,3411747.5035,Federal,,23451,Bureau of Ocean Energy Management,602,,AA
-9974353.6823,3356769.3635,Federal,,23415,Bureau of Ocean Energy Management,603,,E
-9890615.6765,3390621.141,Federal,,23402,Bureau of Ocean Energy Management,604,,C
-9914143.1155,3416170.612,Federal,,23404,Bureau of Ocean Energy Management,605,,17
-9984144.2314,3365137.7927,Federal,,23405,Bureau of Ocean Energy Management,606,,G
-9980388.2228,3372586.2662,Federal,,23407,Bureau of Ocean Energy Management,607,,G
-9968812.4872,3332691.7556,Federal,,23846,Bureau of Ocean Energy Management,608,,A-PROCESS
-9934404.6126,3348129.3762,Federal,,23848,Bureau of Ocean Energy Management,609,,A
-10053047.1538,3303295.5891,Federal,,23851,Bureau of Ocean Energy Management,610,,A
-9804864.4728,3521515.7549,Federal,,23822,Bureau of Ocean Energy Management,611,,A
-10057383.1987,3303792.244,Federal,,23826,Bureau of Ocean Energy Management,612,,B
-9870963.2989,3446129.8056,Federal,,23827,Bureau of Ocean Energy Management,613,,D
-10036676.6417,3378892.2543,Federal,,23554,Bureau of Ocean Energy Management,614,,SJ
-10016244.3163,3373273.7022,Federal,,23557,Bureau of Ocean Energy Management,615,,H
-10058680.0351,3269606.5105,Federal,,23800,Bureau of Ocean Energy Management,616,,A
-10048966.0637,3378454.4565,Federal,,23801,Bureau of Ocean Energy Management,617,,124
-9975837.3745,3363093.5756,Federal,,23813,Bureau of Ocean Energy Management,618,,A
-9845254.1276,3407341.0573,Federal,,23494,Bureau of Ocean Energy Management,619,,C
-10073481.2778,3358664.9814,Federal,,23499,Bureau of Ocean Energy Management,620,,21
-10071557.43,3360599.3703,Federal,,23502,Bureau of Ocean Energy Management,621,,23
-9869593.7625,3446214.6853,Federal,,23472,Bureau of Ocean Energy Management,622,,A
-9868465.6102,3445239.8991,Federal,,23473,Bureau of Ocean Energy Management,623,,B
-9911857.8005,3413335.1856,Federal,,24121,Bureau of Ocean Energy Management,624,,20
-9870190.0125,3396559.9667,Federal,,24122,Bureau of Ocean Energy Management,625,,JA
-9936449.5251,3373396.4704,Federal,,24139,Bureau of Ocean Energy Management,626,,102(T) (SL 1012
-9933688.2105,3374019.221,Federal,,24140,Bureau of Ocean Energy Management,627,,160 (SL 1012)
-9882167.9892,3408457.6267,Federal,,24142,Bureau of Ocean Energy Management,628,,BB
-9783111.0827,3515714.7946,Federal,,23894,Bureau of Ocean Energy Management,629,,AW
-9880635.8051,3409217.0585,Federal,,23896,Bureau of Ocean Energy Management,630,,A
-9951198.934,3339874.6632,Federal,,24103,Bureau of Ocean Energy Management,631,,C
-9789364.6962,3526422.8875,Federal,,24112,Bureau of Ocean Energy Management,632,,CB
-9913924.8158,3415798.5965,Federal,,24114,Bureau of Ocean Energy Management,633,,18
-9942094.6806,3324986.8514,Federal,,23875,Bureau of Ocean Energy Management,634,,A (Corral)
-9882067.7837,3409410.0029,Federal,,23876,Bureau of Ocean Energy Management,635,,FP
-9913162.1536,3414827.2436,Federal,,23877,Bureau of Ocean Energy Management,636,,19
-9936659.6796,3372936.6208,Federal,,23880,Bureau of Ocean Energy Management,637,,45
-10053704.7626,3367635.7511,Federal,,23881,Bureau of Ocean Energy Management,638,,A
-9899734.8752,3358464.0725,Federal,,23883,Bureau of Ocean Energy Management,639,,A-Amberjack
-9971897.9522,3392378.7126,Federal,,23863,Bureau of Ocean Energy Management,640,,14
-9881954.6454,3411826.7285,Federal,,23865,Bureau of Ocean Energy Management,641,,BA
-9880272.2068,3409910.8288,Federal,,23872,Bureau of Ocean Energy Management,642,,B
-9880514.6788,3409530.1889,Federal,,23874,Bureau of Ocean Energy Management,643,,PRD1RIG
-9881078.5398,3409770.9812,Federal,,23874,Bureau of Ocean Energy Management,644,,PRD2RIG
-9882370.7073,3408901.6544,Federal,,23874,Bureau of Ocean Energy Management,645,,STR
-9966625.4824,3363548.575,Federal,,23835,Bureau of Ocean Energy Management,646,,B
-9783405.5315,3421689.1082,Federal,,23839,Bureau of Ocean Energy Management,647,,A
-10171048.457,3343624.1881,Federal,,20687,Bureau of Ocean Energy Management,648,,B
-10141208.0952,3311204.8508,Federal,,20604,Bureau of Ocean Energy Management,649,,B
-10141434.1028,3313083.4409,Federal,,20622,Bureau of Ocean Energy Management,650,,A-QRT
-10141434.1025,3313048.6052,Federal,,20622,Bureau of Ocean Energy Management,651,,A-PRD
-10141468.7242,3313083.4407,Federal,,20622,Bureau of Ocean Energy Management,652,,A-CMP
-10212457.4747,3281353.229,Federal,,20626,Bureau of Ocean Energy Management,653,,A
-10212457.2514,3281318.4757,Federal,,20626,Bureau of Ocean Energy Management,654,,A-PRD
-10115690.8386,3315816.0399,Federal,,20628,Bureau of Ocean Energy Management,655,,A-LACT
-10115725.4597,3315816.1665,Federal,,20628,Bureau of Ocean Energy Management,656,,A-AUX
-10115725.4597,3315816.1665,Federal,,20628,Bureau of Ocean Energy Management,657,,A-QTR
-10153639.9254,3341986.4477,Federal,,20629,Bureau of Ocean Energy Management,658,,A
-10153674.6582,3341986.5741,Federal,,20629,Bureau of Ocean Energy Management,659,,A-AUX
-10153646.1598,3342011.7107,Federal,,20629,Bureau of Ocean Energy Management,660,,CA
-10141144.9115,3315894.288,Federal,,20630,Bureau of Ocean Energy Management,661,,A
-10141179.6442,3315894.4144,Federal,,20630,Bureau of Ocean Energy Management,662,,A-GEN
-10141110.2901,3315894.2884,Federal,,20630,Bureau of Ocean Energy Management,663,,A-PRD
-10161164.7843,3308966.3387,Federal,,20646,Bureau of Ocean Energy Management,664,,B
-10190756.6539,3316536.3913,Federal,,20537,Bureau of Ocean Energy Management,665,,F
-10190815.5431,3316495.845,Federal,,20537,Bureau of Ocean Energy Management,666,,H
-10127924.5763,3316832.7939,Federal,,20558,Bureau of Ocean Energy Management,667,,D
-10211566.1711,3349080.1015,Federal,,20330,Bureau of Ocean Energy Management,668,,C-PRD
-10119163.7401,3314839.9459,Federal,,20481,Bureau of Ocean Energy Management,669,,13
-10119168.1929,3314838.5522,Federal,,20481,Bureau of Ocean Energy Management,670,,14
-10119144.3254,3311139.8966,Federal,,20482,Bureau of Ocean Energy Management,671,,I
-10117844.4834,3316703.6044,Federal,,20484,Bureau of Ocean Energy Management,672,,J
-10161979.6741,3309322.5674,Federal,,20511,Bureau of Ocean Energy Management,673,,A
-10115315.6731,3314908.7605,Federal,,20531,Bureau of Ocean Energy Management,674,,K
-9819205.2344,3526724.0249,Federal,,24146,Bureau of Ocean Energy Management,675,,A
-10139783.6031,3295693.9751,Federal,,20073,Bureau of Ocean Energy Management,676,,C
-10137183.72,3295883.5527,Federal,,20074,Bureau of Ocean Energy Management,677,,D
-10209963.8022,3350496.3008,Federal,,20324,Bureau of Ocean Energy Management,678,,D
-10119920.9511,3314725.0322,Federal,,20328,Bureau of Ocean Energy Management,679,,H
-10114730.232,3315025.0685,Federal,,20329,Bureau of Ocean Energy Management,680,,G
-10189927.4414,3292263.2263,Federal,,20739,Bureau of Ocean Energy Management,681,,B
-10188483.166,3320784.051,Federal,,20740,Bureau of Ocean Energy Management,682,,E
-10188517.7874,3320784.0511,Federal,,20740,Bureau of Ocean Energy Management,683,,E-AUX
-10173441.9185,3344355.0079,Federal,,20745,Bureau of Ocean Energy Management,684,,A
-10189571.4248,3414756.7964,Federal,,20721,Bureau of Ocean Energy Management,685,,F-CMP
-10189606.38,3414756.6688,Federal,,20721,Bureau of Ocean Energy Management,686,,F-TANK
-10189536.4699,3414756.7962,Federal,,20721,Bureau of Ocean Energy Management,687,,F-TRT
-10190708.6878,3317548.5702,Federal,,20722,Bureau of Ocean Energy Management,688,,A
-10127657.6891,3315724.4199,Federal,,20724,Bureau of Ocean Energy Management,689,,A DRILL
-10127724.0097,3315796.3921,Federal,,20724,Bureau of Ocean Energy Management,690,,A-PRD
-10127673.5392,3315867.306,Federal,,20724,Bureau of Ocean Energy Management,691,,A-CMP
-10127753.4898,3315902.3931,Federal,,20724,Bureau of Ocean Energy Management,692,,DWPF
-10138279.0881,3296449.6575,Federal,,20737,Bureau of Ocean Energy Management,693,,E
-10189227.6616,3414889.4298,Federal,,20692,Bureau of Ocean Energy Management,694,,12
-10188609.3813,3414834.2799,Federal,,20693,Bureau of Ocean Energy Management,695,,H
-10189052.8876,3414802.2399,Federal,,20695,Bureau of Ocean Energy Management,696,,20
-10188296.0937,3415502.3937,Federal,,20696,Bureau of Ocean Energy Management,697,,10
-10189053.6606,3415307.6394,Federal,,20700,Bureau of Ocean Energy Management,698,,5
-10189051.5046,3414012.098,Federal,,20701,Bureau of Ocean Energy Management,699,,E
-10189051.5641,3414047.2014,Federal,,20701,Bureau of Ocean Energy Management,700,,E-PRD
-10189602.6008,3414817.1356,Federal,,20721,Bureau of Ocean Energy Management,701,,F PROD
-10161095.5402,3308886.1785,Federal,,20646,Bureau of Ocean Energy Management,702,,E
-10188774.3535,3415374.7882,Federal,,20662,Bureau of Ocean Energy Management,703,,8
-10189008.2544,3414233.2898,Federal,,20664,Bureau of Ocean Energy Management,704,,16
-10189321.7248,3415193.6397,Federal,,20674,Bureau of Ocean Energy Management,705,,22
-10183926.6137,3373453.2826,Federal,,20840,Bureau of Ocean Energy Management,706,,F
-10182992.7314,3374445.5144,Federal,,20842,Bureau of Ocean Energy Management,707,,I
-10183848.6809,3372963.1144,Federal,,20844,Bureau of Ocean Energy Management,708,,K
-10184044.7881,3372561.1658,Federal,,20845,Bureau of Ocean Energy Management,709,,M-4
-10125919.8268,3367797.3239,Federal,,20789,Bureau of Ocean Energy Management,710,,B
-10097993.1939,3366799.0314,Federal,,20806,Bureau of Ocean Energy Management,711,,F
-10098017.5334,3366802.3118,Federal,,20806,Bureau of Ocean Energy Management,712,,F3
-10098043.7217,3366791.3062,Federal,,20806,Bureau of Ocean Energy Management,713,,19
-10087330.3296,3354028.2612,Federal,,21116,Bureau of Ocean Energy Management,714,,CA
-10215172.655,3338148.6095,Federal,,20917,Bureau of Ocean Energy Management,715,,A-CG
-10133296.7648,3306495.849,Federal,,21001,Bureau of Ocean Energy Management,716,,B
-10186840.3651,3333047.3024,Federal,,21005,Bureau of Ocean Energy Management,717,,E
-10182741.2327,3372971.5182,Federal,,20885,Bureau of Ocean Energy Management,718,,SC
-10142708.8984,3357613.7569,Federal,,20914,Bureau of Ocean Energy Management,719,,12
-10182825.4764,3370705.5511,Federal,,20863,Bureau of Ocean Energy Management,720,,A
-10179768.4384,3383436.5505,Federal,,20870,Bureau of Ocean Energy Management,721,,B-PRD
-10179786.0287,3383559.0619,Federal,,20870,Bureau of Ocean Energy Management,722,,C-CMP
-10182707.6138,3373037.3057,Federal,,20885,Bureau of Ocean Energy Management,723,,CF-QTR
-10182707.502,3373009.3111,Federal,,20885,Bureau of Ocean Energy Management,724,,PRD
-10182637.8125,3372932.4536,Federal,,20885,Bureau of Ocean Energy Management,725,,CMP1
-10182794.4449,3372932.3256,Federal,,20885,Bureau of Ocean Energy Management,726,,CMP2
-10182794.5571,3373002.3118,Federal,,20885,Bureau of Ocean Energy Management,727,,FIRE STA
-10180028.479,3382210.607,Federal,,20848,Bureau of Ocean Energy Management,728,,JB24
-10180454.074,3382730.9201,Federal,,20849,Bureau of Ocean Energy Management,729,,JC19
-10180454.6355,3383256.2218,Federal,,20850,Bureau of Ocean Energy Management,730,,18
-10179995.2073,3383719.2703,Federal,,20854,Bureau of Ocean Energy Management,731,,13
-10161599.0279,3387555.2334,Federal,,21170,Bureau of Ocean Energy Management,732,,C-1
-10161616.5055,3387537.7809,Federal,,21170,Bureau of Ocean Energy Management,733,,C-2
-10186810.6086,3333057.5873,Federal,,21005,Bureau of Ocean Energy Management,734,,J
-10212521.9101,3280333.9203,Federal,,21007,Bureau of Ocean Energy Management,735,,B
-10185873.1101,3330660.8659,Federal,,21244,Bureau of Ocean Energy Management,736,,B-PRD
-10143267.1833,3391429.345,Federal,,21245,Bureau of Ocean Energy Management,737,,6
-10149797.087,3390882.3899,Federal,,21225,Bureau of Ocean Energy Management,738,,D
-10149779.3934,3391057.5927,Federal,,21225,Bureau of Ocean Energy Management,739,,D
-10149849.1924,3390987.5096,Federal,,21225,Bureau of Ocean Energy Management,740,,D-CMP
-10126765.1231,3312896.5846,Federal,,21206,Bureau of Ocean Energy Management,741,,C
-10109782.8932,3362214.4641,Federal,,21382,Bureau of Ocean Energy Management,742,,13
-10108906.9121,3362174.4262,Federal,,21384,Bureau of Ocean Energy Management,743,,16
-10129175.3835,3329441.8353,Federal,,21360,Bureau of Ocean Energy Management,744,,B
-10112516.7322,3354791.0847,Federal,,21283,Bureau of Ocean Energy Management,745,,H
-10110980.6537,3358032.6546,Federal,,21284,Bureau of Ocean Energy Management,746,,B-AUX
-10110944.3635,3358061.508,Federal,,21284,Bureau of Ocean Energy Management,747,,J
-10110981.5258,3358074.2917,Federal,,21284,Bureau of Ocean Energy Management,748,,L
-10170699.5981,3308998.4608,Federal,,21301,Bureau of Ocean Energy Management,749,,C
-10169017.6373,3310122.5409,Federal,,21303,Bureau of Ocean Energy Management,750,,D
-10173516.4942,3307750.3775,Federal,,21304,Bureau of Ocean Energy Management,751,,A
-10173551.1157,3307750.3773,Federal,,21304,Bureau of Ocean Energy Management,752,,B
-10211368.9658,3354368.8021,Federal,,21452,Bureau of Ocean Energy Management,753,,B
-10152512.5724,3343507.4179,Federal,,21469,Bureau of Ocean Energy Management,754,,C
-10139910.4872,3294084.4692,Federal,,21476,Bureau of Ocean Energy Management,755,,A
-10137852.0182,3294010.3559,Federal,,21477,Bureau of Ocean Energy Management,756,,B
-10139138.7278,3306606.1469,Federal,,21429,Bureau of Ocean Energy Management,757,,A
-10139128.9001,3306507.2552,Federal,,21429,Bureau of Ocean Energy Management,758,,C
-10153777.2167,3289515.2448,Federal,,21433,Bureau of Ocean Energy Management,759,,A
-10133914.7903,3303881.1564,Federal,,21435,Bureau of Ocean Energy Management,760,,A-VALVE
-10212352.145,3352010.1046,Federal,,21444,Bureau of Ocean Energy Management,761,,C
-10212351.9218,3351962.208,Federal,,21444,Bureau of Ocean Energy Management,762,,C-QRT
-10211972.9599,3352620.3991,Federal,,21446,Bureau of Ocean Energy Management,763,,14
-10210986.1012,3352179.0741,Federal,,21447,Bureau of Ocean Energy Management,764,,JB
-10184527.6395,3329267.7136,Federal,,21448,Bureau of Ocean Energy Management,765,,B
-10184527.5276,3329225.86,Federal,,21448,Bureau of Ocean Energy Management,766,,B-PRD
-10184497.6925,3329204.68,Federal,,21448,Bureau of Ocean Energy Management,767,,C
-10111376.5811,3354452.8316,Federal,,21410,Bureau of Ocean Energy Management,768,,A-PRD
-10111350.8225,3354467.3904,Federal,,21410,Bureau of Ocean Energy Management,769,,A-QTRS
-10139807.3914,3308425.1412,Federal,,21428,Bureau of Ocean Energy Management,770,,B
-10115227.4465,3310428.7538,Federal,,21397,Bureau of Ocean Energy Management,771,,F
-10116115.8977,3309763.7238,Federal,,21398,Bureau of Ocean Energy Management,772,,H
-10116134.3778,3309801.3371,Federal,,21398,Bureau of Ocean Energy Management,773,,4
-10207346.5714,3277157.5664,Federal,,21580,Bureau of Ocean Energy Management,774,,B
-10180895.624,3306310.574,Federal,,21566,Bureau of Ocean Energy Management,775,,A
-10181832.864,3307010.2402,Federal,,21567,Bureau of Ocean Energy Management,776,,B
-10179165.828,3309350.6023,Federal,,21568,Bureau of Ocean Energy Management,777,,C
-10180116.1304,3305709.0624,Federal,,21572,Bureau of Ocean Energy Management,778,,C
-10119801.6483,3351480.1202,Federal,,21858,Bureau of Ocean Energy Management,779,,12
-10144623.4386,3357804.8835,Federal,,21786,Bureau of Ocean Energy Management,780,,CC
-10144742.443,3357768.4033,Federal,,21786,Bureau of Ocean Energy Management,781,,D
-10143722.5038,3357409.7567,Federal,,21788,Bureau of Ocean Energy Management,782,,CB
-10143704.4426,3357398.5391,Federal,,21788,Bureau of Ocean Energy Management,783,,CP
-10189796.177,3415293.7271,Federal,,21798,Bureau of Ocean Energy Management,784,,A
-10189831.132,3415293.5996,Federal,,21798,Bureau of Ocean Energy Management,785,,A-PRD
-10189761.3332,3415293.727,Federal,,21798,Bureau of Ocean Energy Management,786,,A-TNK
-10189796.1773,3415258.6204,Federal,,21798,Bureau of Ocean Energy Management,787,,A-QRT
-10189736.6193,3415346.4509,Federal,,21798,Bureau of Ocean Energy Management,788,,23
-10189720.1434,3415356.4085,Federal,,21798,Bureau of Ocean Energy Management,789,,24
-10189704.113,3415369.6851,Federal,,21798,Bureau of Ocean Energy Management,790,,25
-10198772.5602,3399908.4773,Federal,,21820,Bureau of Ocean Energy Management,791,,CA 1
-10198777.681,3399884.7605,Federal,,21820,Bureau of Ocean Energy Management,792,,A-PRD
-10198728.8106,3399882.0826,Federal,,21820,Bureau of Ocean Energy Management,793,,FVA
-10160746.4202,3300993.799,Federal,,21664,Bureau of Ocean Energy Management,794,,A
-10160711.3965,3301045.6791,Federal,,21664,Bureau of Ocean Energy Management,795,,E
-10151701.2982,3291274.3304,Federal,,21665,Bureau of Ocean Energy Management,796,,B
-10224530.6787,3280348.5072,Federal,,21772,Bureau of Ocean Energy Management,797,,B
-10119659.9103,3315609.0653,Federal,,21781,Bureau of Ocean Energy Management,798,,UNOCAL P/L
